id,question,answer
321,"In a week, Rayman works out for half the number of hours Junior takes to work out. Wolverine, their friend, works out for twice the combined total number of hours both Rayman and Junior take during their workouts. Calculate the number of hours Wolverine takes doing her workouts if Rayman does workouts for 10 hours in a week.","If Rayman takes 10 hours doing his workouts, half the number of hours junior takes, then Junior takes 2*10 = <<10*2=20>>20 hours to do his workouts in a week.
Altogether, Junior and Rayman take 20+10 = <<20+10=30>>30 hours doing their workouts in a week.
Wolverine takes 2*30 = <<2*30=60>>60 hours to do her workouts in a week, twice the total number of hours Rayman and Junior takes.
#### 60"
322,A movie theatre has 250 seats. The cost of a ticket is $6 for an adult and $4 for a child. The theatre is full and contains 188 children. What is the total ticket revenue for this movie session?,"The number of adults present is 250 – 188 = <<250-188=62>>62 adults
The revenue generated by adults is 62 * 6 = $<<62*6=372>>372
The revenue generated by children is 188 * 4 = $<<188*4=752>>752
So the total ticket revenue is 372 + 752= $<<372+752=1124>>1124
#### 1124"
323,"There were 37 jellybeans in a jar. Pat removed 15 of them. Pat then added 5 of the removed jellybeans back in, and then removed 4 more. How many jellybeans are now in the jar?","After removing 15 jellybeans, there were 37-15=<<37-15=22>>22 jellybeans in the jar.
After adding back 5 jellybeans, there were 22+5=<<22+5=27>>27 jellybeans in the jar.
After removing 4 more jellybeans, there were 27-4=<<27-4=23>>23 jellybeans left in the jar.
#### 23"
324,The number of Oreos and cookies in a box is in the ratio 4:9. Zane bought each Oreo at $2 and each cookie at $3. How much more money did Zane spend on buying the cookies than buying the Oreos if the total number of items in the box is 65?,"The total ratio representing the number of cookies and Oreos that Zack bought is 4+9=<<4+9=13>>13
The fraction representing the number of Oreos Zane bought is 4/13, and since the total number of items in the box is 65, Zane bought 4/13*65=<<4/13*65=20>>20 Oreos.
If Zane bought 20 Oreos at $2 each, the total cost of buying Oreos is $2*20=$<<20*2=40>>40
Since the total number of items in the box is 65, and there are 20 Oreos in the box, the number of cookies in the box is 65-20=<<65-20=45>>45
The cost of buying the cookies at $3 each is 45*$3=$<<45*3=135>>135
If the Oreos cost $40 to buy, Zane used $135-$40=$95 more to buy Cookies than Oreos.
#### 95"
325,"Bill needs to soak his clothes for 4 minutes to get rid of each grass stain and 7 additional minutes to get rid of each marinara stain. If his clothes have 3 grass stains and 1 marinara stain, how long does he need to soak them?","First find the total soaking time to get rid of the grass stains: 4 minutes/stain * 3 stains = <<4*3=12>>12 minutes
Then add the soak time for the marinara to find the total soak time: 12 minutes + 7 minutes = <<12+7=19>>19 minutes
#### 19"
326,Sab and Dane sold 6 pairs of shoes that cost $3 each and 18 shirts that cost $2. How much will each of them earn if they divided their total earning?,"They earned 6 x $3 = $<<6*3=18>>18 for the shoes they sold.
They earned 18 x $2 = <<18*2=36>>36 for the shirts they sold.
So, they earned $18 + $36 = $<<18+36=54>>54 in total for the clothing they sold.
Therefore, Sab and Dane earned $54 / 2 = $<<54/2=27>>27 each.
#### 27"
327,A cat has nine lives.  A dog has 3 less lives than a cat.  A mouse has 7 more lives than a dog.  How many lives does a mouse have?,"Dog:9-3=<<9-3=6>>6 lives
Mouse:6+7=<<6+7=13>>13 lives
#### 13"
329,Katie is making bread that needs 3 pounds of flour. Sheila is making another kind of bread that needs 2 more pounds of flour. How many pounds of flour do they need together?,"Sheila needs 3 + 2 = <<3+2=5>>5 pounds of flour.
Together, they need 3 + 5 = <<3+5=8>>8 pounds of flour.
#### 8"
330,"A porcelain vase was originally priced at $200 but went on sale for 25% off. If Donna bought the porcelain vase and paid 10% sales tax, how much did she pay in total?","Donna got $200 x 25/100 = $<<200*25/100=50>>50 less for the porcelain vase.
So, the porcelain vase is now $200 - $50 = $<<200-50=150>>150.
Donna has to pay $150 x 10/100 = $<<150*10/100=15>>15 for the sales tax.
Therefore, she paid $150 + $15 = $<<150+15=165>>165 in total.
#### 165"
331,"Michael has a lot of matchsticks at home and decides to use them to make miniature models. As he is about to start crafting, he has second thoughts and decides to only use half of his pile of matchsticks. He creates 30 matchsticks houses. If he has now used all of the matchsticks he intended to and each matchstick house uses 10 matchsticks, how many matchsticks did Michael have originally?","Michael has used a total of 30 matchstick houses * 10 matchsticks per matchstick house = <<30*10=300>>300 matchsticks.
As he only used half of his collection for crafting, he must have originally had 300 matchsticks * 2 = <<300*2=600>>600 matchsticks.
#### 600"
332,"Bill has played 200 games of poker and won 63% of them. If he plays 100 more games and loses 43 of them, what is his new win percentage?","First find the total number of games Bill has won: 200 games * 63% = <<200*63*.01=126>>126 games
Then find how many of the next 100 games he wins by subtracting the number he loses from the total: 100 games - 43 games = <<100-43=57>>57 games
Then add his new wins to his old wins to find his total wins: 57 games + 126 games = <<57+126=183>>183 games
Then add the old total number of games to the new total number of games to find the overall total number of games: 200 games + 100 games = <<200+100=300>>300 games
Then divide the total number of games Bill won by the overall total number of games and multiply by 100% to find the percentage of games he won: 183 games / 300 games * 100% = 61%
#### 61"
333,"Over several years, Daniel has adopted any stray animals he sees on the side of the road.  He now has 2 horses, 5 dogs, 7 cats, 3 turtles, and 1 goat.  All of the animals are perfectly healthy.  In total, how many legs do his animals have?","He has 2 horses, 5 dogs, 7 cats, 3 turtles and 1 goat so in total he has 2+5+7+3+1 = <<2+5+7+3+1=18>>18 animal
Each animal has 4 legs so 18*4 = <<18*4=72>>72 legs total
#### 72"
335,It takes 20 minutes for John to go to the bathroom 8 times.  How long would it take to go 6 times?,"He spends 20/8=<<20/8=2.5>>2.5 minutes each time he goes in
So it would take 2.5*6=<<2.5*6=15>>15 minutes to go 6 times
#### 15"
336,"Nellie went to a big family party. She played with all the other kids there. She played hide and seek with her 6 sisters and her 8 brothers. Then, she played tag with all 22 of her cousins. How many kids did she play with in all?","Nellie played hide and seek with 6 + 8 = <<6+8=14>>14 kids.
In all, Nellie played with 14 + 22 = <<14+22=36>>36 kids.
#### 36"
337,"Henrietta is repainting her house. The walls in the living room take up 600 square feet. She has three bedrooms. The walls in each bedroom take up 400 square feet. If one gallon of paint can cover 600 square feet, how many gallons of paint does Henrietta need to paint her house?","The total square footage from the three bedrooms is 3 * 400 = <<3*400=1200>>1200 square feet.
The total square footage of the house is 1200 + 600 = <<1200+600=1800>>1800 square feet
Henrietta needs 1800 / 600 = <<1800/600=3>>3 gallons of paint
#### 3"
338,"Mr. Johnson has a prescription with enough pills for 30 days. After four-fifths of the days, he has 12 pills left. How many pills is Mr. Johnson supposed to take a day if he takes the same dose daily?","Mr. Johnson has been taking the pills for 30 * 4 / 5 = <<30*4/5=24>>24 days.
He has 30 - 24 = <<30-24=6>>6 days left to finish the pills.
Thus, Mr. Johnson is supposed to take 12 / 6 = <<12/6=2>>2 pills a day.
#### 2"
339,"John decided to start rowing around a square lake.  Each side of the lake is 15 miles.  Jake can row at twice the speed he can swim.  It takes him 20 minutes to swim 1 mile.  How long, in hours, does it take to row the lake?","The perimeter of the lake is 4*15=<<4*15=60>>60 miles
He swims at a speed of 60/20=<<60/20=3>>3 mph
So he rows at a speed of 3*2=<<3*2=6>>6 mph
That means it takes him 60/6=<<60/6=10>>10 hours to row around the lake
#### 10"
340,"Janet is trying to decide whether to quit her job and start freelancing. She works 40 hours a week at both jobs. She get paid $30/hour at her current job, and would get paid $40/hour as a freelancer. However, she'd have to pay an extra $25 a week in FICA taxes plus $400/month in healthcare premiums. How much more would Janet make per month as a freelancer if there are four weeks in a month?","First find the difference in hourly wages: $40/hour - $30/hour = $<<40-30=10>>10/hour
Then multiply that difference by the number of hours she works in a week to find the weekly difference: $10/hour * 40 hours/week = $<<10*40=400>>400/week
Then multiply that amount by the number of weeks in a month to find the monthly difference in her earnings: $400/week * 4 weeks/month = $<<400*4=1600>>1600/month
Then find the total additional amount Janet pays in FICA taxes: $25/week * 4 weeks/month = $<<25*4=100>>100/month
Then subtract Janet's extra FICA taxes and healthcare premium from the additional money she earns to find the net increase in her pay from freelancing: $1600/month - $400/month - $100/month = $<<1600-400-100=1100>>1100/month
#### 1100"
341,"Hallie is an artist. She wins an art contest, and she receives a $150 prize. She sells 3 of her paintings for $50 each. How much money does she make in total from her art?","The money she earns from selling paintings is 3 * $50 = $<<3*50=150>>150
The total money she makes from her art is $150 + $150 = $<<150+150=300>>300
#### 300"
342,"George wants to borrow $100 from a loan shark. The finance fee starts at 5% and doubles every week. If George plans to borrow for 2 weeks, how much in fees will he have to pay?","After the first week, the fee will be $100 * 5% = $<<100*5*.01=5>>5.
For the second week, the finance percentage will be 5% * 2 = 10%.
George will have to pay a fee of $100 * 10% = $<<100*10*.01=10>>10 for the second week.
In total, George will be charged $5 + $10 = $<<5+10=15>>15 in fees.
#### 15"
343,"There are 480 grains of rice in one cup. If half a cup is 8 tablespoons and one tablespoon is 3 teaspoons, how many grains of rice are in a teaspoon?","First find the number of tablespoons in a full cup: 8 tablespoons/half-cup * 2 half-cups/cup = <<8*2=16>>16 tablespoons
Then find the total number of teaspoons in a cup: 16 tablespoons/cup * 3 teaspoons/tablespoon = <<16*3=48>>48 teaspoons
Then find the number of grains of rice per teaspoon: 480 grains / 48 teaspoons = <<480/48=10>>10 grains/teaspoon
#### 10"
344,Jerome has 20 classmates on his cell phone contact list.  He has half as many out of school friends as classmates on his contact list.  He also has his two parents and his sister on his contact list.  How many people are on Jerome's contact list?,"Jerome has 20 classmates on the list, and has half as many out of school friends on there so he has 20/2=<<20/2=10>>10 out of school friends on the contact list
He has 2 parents and 1 sister on the contact list, for 2+1= <<2+1=3>>3 family members on the contact list.
Adding the classmates, out of school friends and family members together we get 20+10+3=<<20+10+3=33>>33 people on his contact list
#### 33"
346,Each bank teller has 10 rolls of coins. Each roll has 25 coins. How many coins do four bank tellers have in all?,"Each bank teller has 10 x 25 = <<10*25=250>>250 coins.
Thus, four bank tellers have 250 x 4 = <<250*4=1000>>1000 coins.
#### 1000"
349,"A construction company is building 2 apartment buildings with 12 floors each. The apartments are almost ready to sell but all of them need doors to be completed. Each floor has 6 apartments, and each apartment needs 7 doors in total. How many doors does the company need to buy?","The number of floors is 12 floors/building x 2 buildings = 24 floors
The number of apartments is 6 apartments/floor x 24 floors = <<6*24=144>>144 apartments
The company has to buy 7 doors/apartment x 144 apartments = <<7*144=1008>>1008 doors
#### 1008"
351,"There are 30 students in the general study hall and twice as many students in the biology hall as there are in the general study hall. If the number of students in the math hall is 3/5 times as many as the combined total number of students in the general study hall and the biology hall combined,  calculate the total number of students in all the halls combined.","The number of students in the biology hall is twice the number of students in the general hall, meaning there are 2*30 = <<2*30=60>>60 students in the biology hall.
The total number of students in the biology hall and general study hall is 60+30 = <<60+30=90>>90 students.
If there are 3/5 times as many students in the maths hall as there are in the general study hall and biology hall, their number is 3/5*90=<<3/5*90=54>>54 students in the maths hall.
The total number of students in the three halls is 54+90 = <<54+90=144>>144 students
#### 144"
