id,premise_text,evidence_original,evidence_lexical,evidence_syntactic,evidence_pragmatic
624,Two people standing in a road with a crashed motorcycle.,"[""Two people"", ""crashed motorcycle""]","[""Two people"", ""standing in a road"", ""crashed motorcycle""]","[""Two people"", ""crashed motorcycle""]","[""Two people"", ""crashed motorcycle""]"
625,A man in blue shirt is staring on something.,"[""staring""]","[""staring""]","[""staring""]","[""staring""]"
626,A boy wearing a flowered shirt raises his arm and jumps.,[],"[""raises his arm"", ""jumps""]","[""jumps""]","[""raises his arm"", ""jumps""]"
627,A child riding a bike in a fenced in circular area in front of some water,"[""riding a bike""]","[""riding a bike""]","[""riding a bike""]","[""riding a bike""]"
628,A football player holding a ball is being chased by the Knights team.,"[""A football player"", ""holding a ball"", ""is being chased"", ""by the Knights team""]","[""A football player"", ""holding a ball"", ""is being chased""]","[""being chased""]","[""A football player"", ""holding a ball"", ""being chased by the Knights team""]"
629,Two people crossing paths in the ocean while parasailing during a clear blue day.,"[""Two people"", ""parasailing""]","[""Two people"", ""parasailing""]","[""Two people"", ""parasailing"", ""in the ocean""]","[""Two people"", ""parasailing""]"
631,A group of children are watching another child do a backflip into the water.,"[""children"", ""watching"", ""backflip"", ""into the water""]","[""children"", ""watching"", ""backflip"", ""water""]","[""children"", ""watching"", ""backflip"", ""water""]","[""children"", ""watching"", ""backflip"", ""into the water""]"
632,A small dog runs through an obstacle course.,"[""small dog"", ""runs through an obstacle course""]","[""dog"", ""runs""]","[""A small dog"", ""runs through an obstacle course""]","[""dog"", ""runs through an obstacle course""]"
633,a man& 2 woman sitting down in the park.,"[""a man"", ""2 woman"", ""sitting down"", ""in the park""]","[""a man"", ""2 woman"", ""sitting down"", ""in the park""]","[""a man& 2 woman"", ""sitting down"", ""in the park""]","[""a man& 2 woman"", ""sitting down"", ""in the park""]"
634,A man holding a bottle wearing tan pants talking to security officers in front of a large poster.,"[""A man"", ""talking to security officers""]","[""talking"", ""security officers""]","[""talking to""]","[""A man"", ""talking to security officers""]"
635,People are standing around in a semi-circle facing toward two men.,"[""People"", ""standing around"", ""in a semi-circle"", ""facing toward"", ""two men""]","[""People"", ""semi-circle"", ""facing toward two men""]","[""People"", ""around"", ""semi-circle"", ""two men""]","[""People"", ""semi-circle"", ""facing toward two men""]"
636,An African American woman is picking tomatoes in a garden.,"[""garden""]","[""in a garden""]","[""woman"", ""picking tomatoes"", ""in a garden""]","[""woman is picking tomatoes in a garden""]"
637,A dog stands on his hind feet and catches a stream of water.,"[""A dog"", ""stands on his hind feet"", ""catches a stream of water""]","[""dog"", ""stands on his hind feet"", ""catches a stream of water""]","[""dog"", ""stands on his hind feet"", ""catches a stream of water""]","[""dog"", ""stands on his hind feet"", ""catches a stream of water""]"
639,Two groups are canoeing on a river overlooking a mountain.,"[""Two groups"", ""canoeing"", ""on a river""]","[""Two groups"", ""canoeing"", ""on a river""]","[""Two groups"", ""canoeing"", ""on a river""]","[""Two groups"", ""canoeing"", ""on a river""]"
640,Two girls are sitting on an ATV on the sand in front of a bridge.,"[""Two girls"", ""sitting on an ATV"", ""on the sand""]","[""Two girls"", ""sitting"", ""an ATV""]","[""girls"", ""sitting"", ""on an ATV"", ""on the sand""]","[""Two girls"", ""sitting on an ATV"", ""on the sand"", ""in front of a bridge""]"
641,A man in a domino mask carries an amplifier up a hill.,"[""A man in a domino mask"", ""carries"", ""an amplifier"", ""up a hill""]","[""carries an amplifier up a hill""]","[""A man in a domino mask"", ""carries"", ""an amplifier"", ""up a hill""]","[""A man in a domino mask"", ""carries an amplifier"", ""up a hill""]"
642,Blond mother holding her child in her arms at the aquarium.,"[""mother"", ""holding her child""]","[""mother"", ""holding her child""]","[""Blond mother"", ""holding her child""]","[""mother"", ""holding"", ""her child""]"
643,A scientist really deep into his experiment.,"[""really deep into his experiment""]","[""A scientist"", ""deep into his experiment""]","[""really deep into his experiment""]","[""A scientist"", ""experiment""]"
644,"A woman is holding a toy snake, she is on stage with a guy speaking through a microphone, and a man in clown makeup holding a guitar.","[""she is on stage with a guy speaking through a microphone, and a man in clown makeup holding a guitar""]","[""she is on stage with a guy speaking through a microphone, and a man in clown makeup holding a guitar""]","[""A woman is holding a toy snake"", ""on stage"", ""a guy speaking through a microphone"", ""a man in clown makeup holding a guitar""]","[""A woman"", ""she is on stage"", ""a guy speaking through a microphone"", ""a man in clown makeup holding a guitar""]"
646,Man cutting into a piece of meat with a fork and knife.,"[""fork"", ""knife""]","[""cutting into a piece of meat"", ""fork and knife""]","[""Man"", ""fork and knife""]","[""cutting into a piece of meat"", ""fork and knife""]"
647,Three ladies are conducting scientific research.,"[""ladies"", ""conducting scientific research""]","[""ladies"", ""conducting scientific research""]","[""ladies"", ""conducting scientific research""]","[""Three ladies"", ""conducting scientific research""]"
648,A woman standing in a red bikini on a outdoor sand volleyball court.,"[""red bikini""]","[""red bikini"", ""outdoor sand volleyball court""]","[""red bikini""]","[""red bikini""]"
649,An official man walking two twin girls across a street.,"[""man"", ""walking"", ""twin girls"", ""across a street""]","[""man"", ""walking"", ""twin girls"", ""across a street""]","[""An official man"", ""walking"", ""two twin girls"", ""across a street""]","[""An official man"", ""walking"", ""two twin girls"", ""across a street""]"
650,A group of people walk up a sloping trail lined with trees.,"[""A group of people"", ""walk up a sloping trail""]","[""A group of people"", ""walk up a sloping trail""]","[""A group of people"", ""walk up a sloping trail""]","[""A group of people"", ""walk up a sloping trail""]"
652,A female gymnast wearing a red leotard on a balance beam with arms raised over her head.,"[""gymnast"", ""red leotard"", ""balance beam"", ""arms raised over her head""]","[""A female gymnast"", ""wearing a red leotard"", ""on a balance beam"", ""with arms raised over her head""]","[""gymnast"", ""red leotard"", ""balance beam"", ""arms raised over her head""]","[""A female gymnast"", ""wearing a red leotard"", ""on a balance beam"", ""with arms raised over her head""]"
654,Two woman are reviewing a paper.,"[""Two woman"", ""reviewing"", ""a paper""]","[""Two woman"", ""reviewing"", ""a paper""]","[""Two woman"", ""are reviewing a paper""]","[""Two woman"", ""reviewing a paper""]"
655,Blond-haired toddler boy explores a traffic cone.,"[""Blond-haired toddler boy"", ""traffic cone""]","[""Blond-haired toddler boy"", ""traffic cone""]","[""Blond-haired toddler boy"", ""explores"", ""traffic cone""]","[""blond-haired toddler boy"", ""explores"", ""traffic cone""]"
656,Two men that are in a match with one another.,"[""Two men"", ""in a match"", ""with one another""]","[""Two men"", ""in a match"", ""with one another""]","[""in a match with one another""]","[""Two men"", ""a match""]"
657,The back of a woman's head on a train.,"[""on a train""]","[""back of a woman's head"", ""on a train""]","[""on a train""]","[""on a train""]"
659,A boy kicks a soccer ball outside of a hotel.,"[""a soccer ball""]","[""a soccer ball""]","[""a soccer ball""]","[""soccer ball""]"
660,A child gets her face painted by a older woman.,"[""face painted"", ""older woman""]","[""gets her face painted""]","[""face painted""]","[""face painted"", ""older woman""]"
661,Middle-aged woman in a sweater and white apron is using a spinning wheel with a second spinning wheel in the foreground.,"[""using a spinning wheel""]","[""using a spinning wheel""]","[""Middle-aged woman"", ""using a spinning wheel""]","[""middle-aged woman"", ""spinning wheel""]"
662,A drummer playing a red drum set.,"[""red drum set""]","[""red"", ""drum set""]","[""red drum set""]","[""red drum set""]"
664,a group of people inside a building that overlooks a large mountain,"[""group of people"", ""inside a building"", ""overlooks a large mountain""]","[""people"", ""inside a building"", ""overlooks a large mountain""]","[""people"", ""building"", ""mountain""]","[""a group of people"", ""inside a building"", ""overlooks a large mountain""]"
665,A man casually sits on a chair and talks on the cellphone as there is a bus in the background.,"[""A man casually sits"", ""talks on the cellphone"", ""a bus in the background""]","[""A man"", ""sits"", ""talks on the cellphone"", ""a bus in the background""]","[""A man"", ""sits"", ""talks on the cellphone"", ""a bus in the background""]","[""A man"", ""sits"", ""talks on the cellphone"", ""a bus in the background""]"
666,Street performers being watched by an interested crowd.,"[""Street performers"", ""watching"", ""crowd""]","[""interested crowd"", ""watching"", ""performers""]","[""Street performers"", ""being watched"", ""interested crowd""]","[""Street performers"", ""watched by"", ""crowd""]"
667,A group of four friends are drinking alcohol at a party.,"[""drinking alcohol""]","[""four friends"", ""drinking alcohol""]","[""A group of four friends"", ""drinking alcohol""]","[""drinking alcohol""]"
668,"The Whatcom Warrior's Goalie is focused on the puck, in front of the goal post.","[""in front of the goal post""]","[""in front of the goal post""]","[""goalie"", ""in front of the goal post""]","[""in front of the goal post""]"
670,A black dog leaps through the snow near a fence.,"[""leaps through the snow""]","[""leaps through the snow"", ""fence""]","[""A black dog"", ""leaps"", ""snow""]","[""leaps"", ""dog"", ""snow""]"
671,A woman is walking her baby with a stroller at the local park.,"[""A woman"", ""walking her baby"", ""a stroller"", ""at the local park""]","[""walking her baby"", ""with a stroller"", ""at the local park""]","[""A woman"", ""walking her baby with a stroller"", ""at the local park""]","[""A woman"", ""walking"", ""her baby"", ""at the local park""]"
672,Two toddles play in a colorful padded play area.,"[""Two toddles"", ""play"", ""in a colorful padded play area""]","[""Two toddles play in a colorful padded play area.""]","[""Two toddles"", ""play"", ""play area""]","[""Two toddles"", ""play"", ""in a colorful padded play area""]"
673,A couple embracing while standing in a shaft of light.,"[""couple"", ""embracing"", ""in a shaft of light""]","[""embracing"", ""shaft of light""]","[""embracing"", ""in a shaft of light""]","[""A couple embracing"", ""in a shaft of light""]"
674,"A man sits on a beach wearing swim trunks and a lei, holding a blue umbrella over his head.","[""swim trunks"", ""holding a blue umbrella over his head""]","[""wearing swim trunks"", ""holding a blue umbrella over his head""]","[""swim trunks"", ""blue umbrella""]","[""swim trunks"", ""blue umbrella""]"
676,Two girls play outside with chalk.,"[""play"", ""with chalk""]","[""play with chalk""]","[""Two girls play outside with chalk""]","[""play"", ""chalk""]"
677,Man working with metal and a burning fire at his side.,"[""Man working with metal"", ""a burning fire at his side""]","[""Man working with metal"", ""burning fire"", ""at his side""]","[""Man working with metal"", ""burning fire at his side""]","[""Man working with metal"", ""a burning fire at his side""]"
