id,premise_raw,premise_original_necessity,premise_original_sufficiency,premise_original_ghost,coverage_original,premise_lexical_necessity,premise_lexical_sufficiency,premise_lexical_ghost,coverage_lexical,premise_syntactic_necessity,premise_syntactic_sufficiency,premise_syntactic_ghost,coverage_syntactic,premise_pragmatic_necessity,premise_pragmatic_sufficiency,premise_pragmatic_ghost,coverage_pragmatic
452,A large group of swimmers entering the water.,A _____ _____ of _____ _____ _____ _____,_____ large group _____ swimmers entering the water.,_____ large group _____ swimmers entering the water.,0.7500,A large group of _____ _____ _____ _____,_____ _____ _____ _____ swimmers entering the water.,_____ _____ _____ _____ swimmers entering the water.,0.5000,A large group of _____ _____ _____ _____,_____ _____ _____ _____ swimmers entering the water.,_____ _____ _____ _____ swimmers entering the water.,0.5000,A _____ _____ of _____ _____ _____ _____,_____ large group _____ swimmers entering the water.,_____ large group _____ swimmers entering the water.,0.7500
453,Woman in green tops is watching the dark clouds.,_____ in _____ _____ is watching the dark clouds.,Woman _____ green tops _____ _____ _____ _____ _____,Woman _____ green tops _____ watching the dark _____,0.3333,_____ _____ _____ _____ is watching the dark clouds.,Woman in green tops _____ _____ _____ _____ _____,Woman in green tops _____ _____ _____ dark _____,0.4444,_____ _____ _____ _____ is watching the dark clouds.,Woman in green tops _____ _____ _____ _____ _____,Woman in green tops is _____ _____ _____ _____,0.4444,_____ _____ _____ _____ is watching the dark clouds.,Woman in green tops _____ _____ _____ _____ _____,Woman in green tops _____ _____ _____ dark _____,0.4444
454,A black man is sitting on a bench in front of a public transit map.,A _____ _____ is _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ black man _____ sitting on a bench in front of a public transit map.,_____ black man _____ sitting on a bench in front of a public transit map.,0.8667,_____ _____ _____ is sitting on _____ _____ in front of _____ _____ _____ _____,A black man _____ _____ _____ a bench _____ _____ _____ a public transit map.,A black man _____ _____ _____ a bench _____ _____ _____ a public transit map.,0.6000,_____ _____ _____ is sitting on a bench _____ _____ _____ _____ _____ _____ _____,A black man _____ _____ _____ _____ _____ in front of a public transit map.,A black man _____ _____ _____ _____ _____ in front of a public transit map.,0.6667,A _____ _____ is _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ black man _____ sitting on a bench in front of a public transit map.,_____ black man _____ sitting on a bench in front of a public transit map.,0.8667
456,A young lady with an umbrella is walking by while two women are adoring the adorable puppy one gentleman was walking.,A young lady with an _____ is _____ by while two women are adoring the adorable puppy one gentleman was _____,_____ _____ _____ _____ _____ umbrella _____ walking _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ walking.,_____ young lady _____ an umbrella is walking by while two women _____ adoring the adorable puppy one gentleman was walking.,0.1429,A _____ _____ with an _____ is _____ _____ while _____ _____ _____ _____ the adorable _____ one _____ _____ _____,_____ young lady _____ _____ umbrella _____ walking by _____ two women are adoring _____ _____ puppy _____ gentleman was walking.,_____ young lady _____ _____ umbrella _____ walking by _____ two women are adoring _____ _____ puppy _____ gentleman was walking.,0.6190,A young lady with an _____ is walking by while _____ _____ are _____ _____ _____ _____ _____ _____ _____ _____,_____ _____ _____ _____ _____ umbrella _____ _____ _____ _____ two women _____ adoring the adorable puppy one gentleman was walking.,_____ _____ _____ _____ _____ umbrella _____ _____ _____ _____ two women _____ adoring the adorable puppy one gentleman was walking.,0.5238,A _____ _____ with an _____ is _____ _____ while _____ _____ _____ _____ the adorable puppy one _____ _____ _____,_____ young lady _____ _____ umbrella _____ walking by _____ two women are adoring _____ _____ _____ _____ gentleman was walking.,_____ young lady _____ _____ umbrella _____ walking by _____ two women are adoring _____ _____ _____ _____ gentleman was walking.,0.5714
457,A person is sitting behind two large baskets of bread.,A person is _____ _____ two large _____ _____ _____,_____ _____ _____ sitting behind _____ _____ baskets of bread.,_____ _____ _____ sitting behind _____ _____ baskets of bread.,0.5000,A person is _____ _____ _____ _____ _____ _____ _____,_____ _____ _____ sitting behind two large baskets of bread.,_____ _____ _____ sitting behind two large baskets of bread.,0.7000,A _____ is _____ _____ two large _____ _____ _____,_____ person _____ sitting behind _____ _____ baskets of bread.,_____ person _____ sitting behind _____ _____ baskets of bread.,0.6000,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A person is sitting behind two large baskets of bread.,A person is sitting behind two large baskets of bread.,1.0000
458,A large brown and a small white dog play indoors on a carpet.,A large _____ and a small _____ dog play indoors on a carpet.,_____ _____ brown _____ _____ _____ white _____ _____ _____ _____ _____ _____,A _____ brown and a small white dog play indoors on _____ carpet.,0.1538,_____ _____ _____ _____ _____ _____ _____ _____ play indoors on a carpet.,A large brown and a small white dog _____ _____ _____ _____ _____,A large brown and a small white dog _____ _____ _____ _____ _____,0.6154,A large _____ and a small _____ dog play indoors on a carpet.,_____ _____ brown _____ _____ _____ white _____ _____ _____ _____ _____ _____,A large brown and a small white dog play _____ on a _____,0.1538,A large _____ and a small _____ dog play indoors on a carpet.,_____ _____ brown _____ _____ _____ white _____ _____ _____ _____ _____ _____,A large brown and a small white _____ play indoors _____ a carpet.,0.1538
459,A group of people walk down a path in a wooded area.,A group of _____ _____ _____ _____ _____ in a _____ _____,_____ _____ _____ people walk down a path _____ _____ wooded area.,_____ _____ _____ people walk down a path _____ _____ wooded area.,0.5833,A group of _____ _____ _____ _____ _____ in a _____ _____,_____ _____ _____ people walk down a path _____ _____ wooded area.,_____ _____ _____ people walk down a path _____ _____ wooded area.,0.5833,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A group of people walk down a path in a wooded area.,A group of people walk down a path in a wooded area.,1.0000,A group of people _____ _____ _____ _____ in _____ _____ _____,_____ _____ _____ _____ walk down a path _____ a wooded area.,_____ _____ _____ _____ walk down a path _____ a wooded area.,0.5833
460,Regal horse and white carriage scene with female driver and two blond little flower girls dressed in white.,_____ _____ and _____ _____ scene with _____ _____ and _____ _____ _____ _____ _____ _____ _____ _____,Regal horse _____ white carriage _____ _____ female driver _____ two blond little flower girls dressed in white.,Regal horse _____ white carriage _____ _____ female driver _____ two blond little flower girls dressed in white.,0.7778,_____ _____ and _____ _____ scene with _____ _____ and _____ _____ _____ _____ _____ _____ _____ _____,Regal horse _____ white carriage _____ _____ female driver _____ two blond little flower girls dressed in white.,Regal horse _____ white carriage _____ _____ female driver _____ two blond little flower girls dressed in white.,0.7778,_____ _____ and _____ _____ scene with _____ _____ and _____ _____ _____ _____ _____ _____ _____ _____,Regal horse _____ white carriage _____ _____ female driver _____ two blond little flower girls dressed in white.,Regal horse _____ white carriage _____ _____ female driver _____ two blond little flower girls dressed in white.,0.7778,_____ _____ and white carriage scene with _____ _____ and _____ _____ _____ _____ _____ _____ _____ _____,Regal horse _____ _____ _____ _____ _____ female driver _____ two blond little flower girls dressed in white.,Regal horse _____ _____ _____ _____ _____ female driver _____ two blond little flower girls dressed in white.,0.6667
461,A man in heavy clothing with a cart of tools bending to inspect the floor,A man in heavy clothing with a _____ _____ _____ bending to _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ cart of tools _____ _____ inspect the floor,_____ _____ _____ heavy _____ with _____ cart of tools _____ to inspect the floor,0.4000,A man in heavy clothing with a _____ _____ _____ bending to _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ cart of tools _____ _____ inspect the floor,_____ man _____ heavy _____ _____ _____ cart of tools _____ to inspect the floor,0.4000,A man in heavy clothing with a cart of _____ bending to _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ _____ tools _____ _____ inspect the floor,_____ man in _____ clothing with a cart _____ tools _____ to inspect the floor,0.2667,A _____ in heavy clothing with a cart of _____ bending to _____ _____ _____,_____ man _____ _____ _____ _____ _____ _____ _____ tools _____ _____ inspect the floor,_____ man in _____ _____ with a cart of tools _____ _____ inspect the floor,0.3333
462,"While others gather in areas, a man in a brown shirt sits with reading material in hand.",_____ _____ _____ _____ _____ a man in a brown shirt _____ _____ _____ _____ _____ _____,"While others gather in areas, _____ _____ _____ _____ _____ _____ sits with reading material in hand.","While others gather in areas, _____ _____ _____ _____ _____ _____ sits with reading material in hand.",0.6471,"While others gather in areas, a man in a _____ _____ sits with reading material in hand.",_____ _____ _____ _____ _____ _____ _____ _____ _____ brown shirt _____ _____ _____ _____ _____ _____,"While others _____ in areas, a _____ in a brown shirt sits with reading material in hand.",0.1176,"While others gather in areas, a man in a _____ _____ _____ _____ _____ _____ in hand.",_____ _____ _____ _____ _____ _____ _____ _____ _____ brown shirt sits with reading material _____ _____,"_____ _____ _____ in areas, a _____ in _____ brown shirt sits with reading material in _____",0.3529,"While others gather in areas, a man in a _____ _____ _____ with _____ _____ _____ _____",_____ _____ _____ _____ _____ _____ _____ _____ _____ brown shirt sits _____ reading material in hand.,_____ others _____ _____ _____ _____ _____ in _____ brown shirt sits with reading material in hand.,0.4118
463,Passengers boarding a train.,_____ _____ _____ _____,Passengers boarding a train.,Passengers boarding a train.,1.0000,Passengers _____ a train.,_____ boarding _____ _____,_____ boarding a train.,0.2500,_____ _____ _____ _____,Passengers boarding a train.,Passengers boarding a train.,1.0000,_____ _____ a _____,Passengers boarding _____ train.,Passengers boarding _____ train.,0.7500
467,There are people sitting in seats that are in rows.,There are _____ _____ _____ _____ _____ _____ _____ _____,_____ _____ people sitting in seats that are in rows.,_____ _____ people sitting in seats that are in rows.,0.8000,There are people sitting in _____ that are in _____,_____ _____ _____ _____ _____ seats _____ _____ _____ rows.,_____ _____ people sitting in seats that are in rows.,0.2000,There are _____ _____ _____ _____ that are in _____,_____ _____ people sitting in seats _____ _____ _____ rows.,_____ _____ people sitting in seats _____ _____ _____ rows.,0.5000,There are _____ _____ _____ _____ that are _____ _____,_____ _____ people sitting in seats _____ _____ in rows.,_____ _____ people sitting in seats _____ _____ in rows.,0.6000
468,A man in a plaid shirt is selling products to customers.,_____ _____ _____ _____ _____ _____ is _____ _____ to customers.,A man in a plaid shirt _____ selling products _____ _____,A man in a plaid shirt _____ selling products _____ _____,0.7273,A _____ in a plaid shirt is _____ _____ to customers.,_____ man _____ _____ _____ _____ _____ selling products _____ _____,A man in _____ plaid _____ is selling products _____ customers.,0.2727,A _____ _____ _____ _____ _____ is selling _____ to customers.,_____ man in a plaid shirt _____ _____ products _____ _____,_____ man in a plaid shirt _____ _____ products _____ _____,0.5455,A _____ in a plaid shirt is _____ _____ to customers.,_____ man _____ _____ _____ _____ _____ selling products _____ _____,_____ man in a plaid _____ _____ selling products to customers.,0.2727
