id,premise_raw,premise_original_necessity,premise_original_sufficiency,premise_original_ghost,coverage_original,premise_lexical_necessity,premise_lexical_sufficiency,premise_lexical_ghost,coverage_lexical,premise_syntactic_necessity,premise_syntactic_sufficiency,premise_syntactic_ghost,coverage_syntactic,premise_pragmatic_necessity,premise_pragmatic_sufficiency,premise_pragmatic_ghost,coverage_pragmatic
424,A mid sized mixed gender choir sings while the director motions to keep beat.,A mid sized mixed gender choir _____ while the director motions to keep beat.,_____ _____ _____ _____ _____ _____ sings _____ _____ _____ _____ _____ _____ _____,A mid sized mixed gender choir sings while the director motions to _____ beat.,0.0714,A mid sized mixed gender _____ _____ while the director motions to keep beat.,_____ _____ _____ _____ _____ choir sings _____ _____ _____ _____ _____ _____ _____,A _____ sized mixed gender choir sings while _____ director motions to keep beat.,0.1429,A mid sized mixed gender _____ _____ while the _____ _____ _____ _____ _____,_____ _____ _____ _____ _____ choir sings _____ _____ director motions to keep beat.,_____ _____ _____ _____ _____ choir sings _____ _____ director motions to keep beat.,0.5000,A mid sized mixed gender choir _____ while the _____ _____ to keep beat.,_____ _____ _____ _____ _____ _____ sings _____ _____ director motions _____ _____ _____,A _____ sized _____ gender choir sings while the director motions _____ keep beat.,0.2143
425,A large amount of people at an outdoor festival.,A large amount of _____ at an _____ _____,_____ _____ _____ _____ people _____ _____ outdoor festival.,A _____ _____ of people _____ an outdoor festival.,0.3333,A large amount of _____ at an _____ _____,_____ _____ _____ _____ people _____ _____ outdoor festival.,_____ large amount _____ people _____ an outdoor festival.,0.3333,A large amount of _____ at an outdoor _____,_____ _____ _____ _____ people _____ _____ _____ festival.,A large _____ of people at _____ outdoor festival.,0.2222,A large amount of _____ at an _____ _____,_____ _____ _____ _____ people _____ _____ outdoor festival.,_____ _____ amount _____ people at an outdoor festival.,0.3333
429,En exotic young lady looks perplexed while speaking with an older gentleman.,En exotic _____ _____ _____ _____ while _____ _____ an _____ _____,_____ _____ young lady looks perplexed _____ speaking with _____ older gentleman.,_____ _____ young lady looks perplexed _____ speaking with _____ older gentleman.,0.6667,En exotic _____ _____ looks _____ while _____ _____ an _____ _____,_____ _____ young lady _____ perplexed _____ speaking with _____ older gentleman.,_____ _____ young lady _____ perplexed _____ speaking with _____ older gentleman.,0.5833,En exotic _____ _____ _____ _____ while _____ _____ _____ _____ _____,_____ _____ young lady looks perplexed _____ speaking with an older gentleman.,_____ _____ young lady looks perplexed _____ speaking with an older gentleman.,0.7500,En exotic _____ _____ _____ _____ while _____ _____ _____ _____ _____,_____ _____ young lady looks perplexed _____ speaking with an older gentleman.,_____ _____ young lady looks perplexed _____ speaking with an older gentleman.,0.7500
430,A man is sitting on top of a mountain.,A _____ is sitting _____ _____ _____ _____ _____,_____ man _____ _____ on top of a mountain.,_____ man _____ _____ on top of a mountain.,0.6667,_____ _____ is _____ _____ _____ _____ _____ _____,A man _____ sitting on top of a mountain.,A man _____ sitting on top of a mountain.,0.8889,_____ _____ _____ _____ _____ _____ _____ _____ _____,A man is sitting on top of a mountain.,A man is sitting on top of a mountain.,1.0000,_____ _____ _____ _____ _____ _____ _____ _____ _____,A man is sitting on top of a mountain.,A man is sitting on top of a mountain.,1.0000
431,a firefighter standing proud in front of his truck.,a firefighter _____ _____ in front of his truck.,_____ _____ standing proud _____ _____ _____ _____ _____,_____ _____ standing proud in front of his truck.,0.2222,a firefighter _____ _____ in front of his truck.,_____ _____ standing proud _____ _____ _____ _____ _____,_____ firefighter standing proud in _____ of his truck.,0.2222,a firefighter _____ _____ in front of his truck.,_____ _____ standing proud _____ _____ _____ _____ _____,a firefighter standing proud in _____ _____ his truck.,0.2222,a firefighter _____ _____ in front of his truck.,_____ _____ standing proud _____ _____ _____ _____ _____,_____ firefighter standing proud in front _____ his truck.,0.2222
432,Two children and a man are looking at the grass beside a lake.,_____ _____ and _____ _____ are looking at the grass _____ _____ _____,Two children _____ a man _____ _____ _____ _____ _____ beside a lake.,Two children _____ a man _____ _____ _____ _____ _____ beside a lake.,0.5385,_____ _____ and _____ _____ are looking at the grass beside _____ _____,Two children _____ a man _____ _____ _____ _____ _____ _____ a lake.,Two children _____ a man _____ _____ _____ the _____ _____ a lake.,0.4615,_____ _____ and _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,Two children _____ a man are looking at the grass beside a lake.,Two children _____ a man are looking at the grass beside a lake.,0.9231,_____ _____ and _____ _____ are looking at the grass _____ _____ _____,Two children _____ a man _____ _____ _____ _____ _____ beside a lake.,Two children _____ a man _____ _____ _____ _____ _____ beside a lake.,0.5385
433,A man wearing headphones and a checkered shirt with tan jacket reaches inside his jacket while crossing a busy street.,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A man wearing headphones and a checkered shirt with tan jacket reaches inside his jacket while crossing a busy street.,A man wearing headphones and a checkered shirt with tan jacket reaches inside his jacket while crossing a busy street.,1.0000,_____ _____ wearing headphones and a checkered shirt with tan jacket reaches inside his jacket while crossing a busy street.,A man _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A man _____ headphones and a checkered _____ with tan jacket reaches inside his jacket while crossing a busy street.,0.1000,_____ _____ _____ _____ and a _____ _____ with _____ _____ _____ _____ _____ _____ while _____ _____ _____ _____,A man wearing headphones _____ _____ checkered shirt _____ tan jacket reaches inside his jacket _____ crossing a busy street.,A man wearing headphones _____ _____ checkered shirt _____ tan jacket reaches inside his jacket _____ crossing a busy street.,0.8000,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A man wearing headphones and a checkered shirt with tan jacket reaches inside his jacket while crossing a busy street.,A man wearing headphones and a checkered shirt with tan jacket reaches inside his jacket while crossing a busy street.,1.0000
434,waiting for someone on the street.,_____ for _____ _____ _____ _____,waiting _____ someone on the street.,waiting _____ someone on the street.,0.8333,_____ _____ _____ on the street.,waiting for someone _____ _____ _____,waiting for someone _____ _____ _____,0.5000,_____ for someone _____ _____ _____,waiting _____ _____ on the street.,waiting _____ _____ on the street.,0.6667,_____ _____ _____ _____ _____ _____,waiting for someone on the street.,waiting for someone on the street.,1.0000
435,a young girl in red riding a unicycle,_____ _____ _____ in red _____ _____ _____,a young girl _____ _____ riding a unicycle,a young girl _____ _____ riding a unicycle,0.7500,a _____ _____ in red _____ _____ _____,_____ young girl _____ _____ riding a unicycle,_____ young girl _____ _____ riding a unicycle,0.6250,a young girl in red _____ _____ _____,_____ _____ _____ _____ _____ riding a unicycle,_____ _____ _____ in red riding a unicycle,0.3750,_____ _____ _____ in red _____ _____ _____,a young girl _____ _____ riding a unicycle,a young girl _____ _____ riding a unicycle,0.7500
437,"A middle-aged man with a white beard and glasses holds up a small, wooden handmade cabinet.",A middle-aged man with a white beard and glasses _____ _____ _____ _____ _____ _____ _____,"_____ _____ _____ _____ _____ _____ _____ _____ _____ holds up a small, wooden handmade cabinet.","_____ _____ _____ _____ _____ white _____ _____ glasses holds up a small, wooden handmade cabinet.",0.4375,A middle-aged man with a white beard and glasses _____ _____ _____ _____ _____ _____ _____,"_____ _____ _____ _____ _____ _____ _____ _____ _____ holds up a small, wooden handmade cabinet.","_____ _____ _____ with _____ _____ beard _____ _____ holds up a small, wooden handmade cabinet.",0.4375,A middle-aged man with a white beard and glasses _____ _____ _____ _____ _____ _____ _____,"_____ _____ _____ _____ _____ _____ _____ _____ _____ holds up a small, wooden handmade cabinet.","_____ _____ man _____ _____ _____ beard _____ _____ holds up a small, wooden handmade cabinet.",0.4375,A middle-aged man with a white beard and glasses _____ _____ _____ _____ _____ _____ _____,"_____ _____ _____ _____ _____ _____ _____ _____ _____ holds up a small, wooden handmade cabinet.","_____ middle-aged _____ _____ _____ _____ _____ _____ glasses holds up a small, wooden handmade cabinet.",0.4375
442,Four runners race down the street.,_____ _____ _____ _____ _____ _____,Four runners race down the street.,Four runners race down the street.,1.0000,Four _____ _____ _____ _____ _____,_____ runners race down the street.,_____ runners race down the street.,0.8333,_____ _____ _____ _____ _____ _____,Four runners race down the street.,Four runners race down the street.,1.0000,_____ _____ _____ _____ _____ _____,Four runners race down the street.,Four runners race down the street.,1.0000
443,A man working on something alone in an industrial setting.,A man working on something _____ in an industrial setting.,_____ _____ _____ _____ _____ alone _____ _____ _____ _____,A man working on something alone in an industrial _____,0.1000,A _____ _____ _____ _____ _____ in an industrial setting.,_____ man working on something alone _____ _____ _____ _____,_____ man working on something alone _____ _____ _____ _____,0.5000,_____ _____ _____ _____ _____ _____ in an industrial setting.,A man working on something alone _____ _____ _____ _____,A man working on something alone _____ _____ _____ _____,0.6000,A man _____ _____ _____ _____ in an industrial setting.,_____ _____ working on something alone _____ _____ _____ _____,_____ man working on something alone _____ _____ industrial _____,0.4000
444,A group of professionally dressed people are sitting near each other is a downtown area of a city.,A group of _____ _____ _____ are _____ _____ _____ _____ is a _____ _____ _____ _____ _____,_____ _____ _____ professionally dressed people _____ sitting near each other _____ _____ downtown area of a city.,_____ _____ _____ professionally dressed people _____ sitting near each other _____ _____ downtown area of a city.,0.6667,_____ _____ _____ _____ _____ _____ are _____ _____ _____ _____ is a _____ _____ _____ _____ _____,A group of professionally dressed people _____ sitting near each other _____ _____ downtown area of a city.,A group of professionally dressed people _____ sitting near each other _____ _____ downtown area of a city.,0.8333,A group of professionally dressed people are sitting _____ _____ _____ is a _____ _____ of a city.,_____ _____ _____ _____ _____ _____ _____ _____ near each other _____ _____ downtown area _____ _____ _____,_____ group _____ _____ dressed people _____ sitting near each other _____ a downtown area of a city.,0.2778,A group of _____ _____ _____ are sitting near each other is a _____ _____ of a _____,_____ _____ _____ professionally dressed people _____ _____ _____ _____ _____ _____ _____ downtown area _____ _____ city.,A group of professionally dressed people _____ _____ _____ _____ other is _____ downtown area of _____ city.,0.3333
445,Two scientists are examining a petri dish.,Two _____ are _____ _____ _____ _____,_____ scientists _____ examining a petri dish.,_____ scientists _____ examining a petri dish.,0.7143,Two scientists are _____ _____ _____ _____,_____ _____ _____ examining a petri dish.,_____ _____ _____ examining a petri dish.,0.5714,Two scientists are _____ _____ _____ _____,_____ _____ _____ examining a petri dish.,_____ _____ _____ examining a petri dish.,0.5714,_____ _____ _____ _____ _____ _____ _____,Two scientists are examining a petri dish.,Two scientists are examining a petri dish.,1.0000
446,Four children are smiling as they pose together with a bicycle that is much too big for them.,Four _____ are _____ as they pose together with a _____ that is _____ _____ _____ _____ _____,_____ children _____ smiling _____ _____ _____ _____ _____ _____ bicycle _____ _____ much too big for them.,_____ children _____ smiling as they _____ _____ _____ _____ bicycle _____ _____ much too big for them.,0.4444,Four children are _____ as they _____ _____ with a _____ _____ _____ _____ _____ _____ _____ _____,_____ _____ _____ smiling _____ _____ pose together _____ _____ bicycle that is much too big for them.,_____ _____ _____ smiling _____ _____ pose together _____ _____ bicycle that is much too big for them.,0.6111,Four _____ are _____ as they pose together with a _____ that is _____ _____ _____ _____ _____,_____ children _____ smiling _____ _____ _____ _____ _____ _____ bicycle _____ _____ much too big for them.,_____ children _____ smiling _____ _____ _____ together _____ a bicycle _____ _____ much too big for them.,0.4444,Four _____ are _____ as they pose together with a _____ that is _____ _____ _____ _____ _____,_____ children _____ smiling _____ _____ _____ _____ _____ _____ bicycle _____ _____ much too big for them.,_____ children _____ smiling _____ _____ pose _____ with _____ bicycle _____ _____ much too big for them.,0.4444
